2020/10/10 16:04:46 [error] 13012#4704: *4 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://[::1]:12320/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/10 16:04:48 [error] 13012#4704: *4 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://127.0.0.1:12320/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/10 16:06:01 [error] 13012#4704: *4 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://127.0.0.1:12320/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/10 16:06:03 [error] 13012#4704: *4 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://[::1]:12320/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/10 16:09:08 [error] 13012#4704: *12 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/forget.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /forget.html HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/16 14:29:31 [error] 6388#7532: *326 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/controller/test1.js" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/controller/test1.js?v=1602829771616 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/16 14:31:04 [error] 6388#7532: *330 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/controller/test1.js" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/controller/test1.js?v=1602829863692 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/16 15:25:28 [error] 6388#7532: *403 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/examwork/plan_schedule.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/examwork/plan_schedule.html?v=1602832959457 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/16 15:25:42 [error] 6388#7532: *403 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/examwork/plan_schedule.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/examwork/plan_schedule.html?v=1602832959457 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/16 17:03:31 [error] 6388#7532: *718 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/images/bg01.jpg" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /images/bg01.jpg HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/16 17:59:31 [error] 6388#7532: *867 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/examorgan_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/examorgan_manage.html?v=1602841511967 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/16 17:59:33 [error] 6388#7532: *867 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/organ_merge.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/organ_merge.html?v=1602841511967 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/16 17:59:37 [error] 6388#7532: *867 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/centerorgan_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/centerorgan_manage.html?v=1602841511967 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/16 17:59:39 [error] 6388#7532: *867 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/personinfo_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/personinfo_manage.html?v=1602841511967 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/16 17:59:41 [error] 6388#7532: *867 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/personinfo_maiten.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/personinfo_maiten.html?v=1602841511967 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/16 18:00:17 [error] 6388#7532: *867 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/examwork/plan_schedule.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/examwork/plan_schedule.html?v=1602841511967 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/16 18:00:29 [error] 6388#7532: *867 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/start/_blank" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /start/_blank HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/19 08:55:58 [error] 15988#14940: *6 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/organ_merge.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/organ_merge.html?v=1603068923025 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/19 08:56:05 [error] 15988#14940: *6 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/examorgan_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/examorgan_manage.html?v=1603068923025 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/19 08:56:07 [error] 15988#14940: *6 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/centerorgan_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/centerorgan_manage.html?v=1603068923025 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/19 08:56:08 [error] 15988#14940: *6 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/personinfo_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/personinfo_manage.html?v=1603068923025 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/19 08:56:09 [error] 15988#14940: *6 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/personinfo_maiten.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/personinfo_maiten.html?v=1603068923025 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/19 08:56:15 [error] 15988#14940: *6 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/organ_manage_user_tables.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "POST /mockup/organ_manage_user_tables.json HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/19 08:56:25 [error] 15988#14940: *6 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/trace/person_filling.html" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/trace/person_filling.html?v=1603068923025 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/19 08:56:27 [error] 15988#14940: *6 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/trace/person_sign.html" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/trace/person_sign.html?v=1603068923025 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/19 08:56:28 [error] 15988#14940: *6 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/trace/examreport_trace.html" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/trace/examreport_trace.html?v=1603068923025 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/19 08:56:29 [error] 15988#14940: *6 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/trace/examreport_upload_trace.html" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/trace/examreport_upload_trace.html?v=1603068923025 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/19 08:56:31 [error] 15988#14940: *6 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/trace/examreport_disease_trace.html" failed (3: The system cannot find the path specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/trace/examreport_disease_trace.html?v=1603068923025 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/19 17:11:11 [error] 15988#14940: *732 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/organ_merge.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/organ_merge.html?v=1603098310804 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/19 17:11:12 [error] 15988#14940: *732 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/examorgan_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/examorgan_manage.html?v=1603098310804 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/19 17:11:13 [error] 15988#14940: *732 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/personinfo_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/personinfo_manage.html?v=1603098310804 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/20 09:00:12 [error] 11516#8904: *3 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://[::1]:12320/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/20 09:00:32 [error] 11516#8904: *3 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/organ_merge.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/organ_merge.html?v=1603155616950 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/20 09:00:33 [error] 11516#8904: *3 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/examorgan_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/examorgan_manage.html?v=1603155616950 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/20 10:31:51 [error] 11516#8904: *178 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/organ_merge.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/organ_merge.html?v=1603161090825 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/20 10:31:55 [error] 11516#8904: *178 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/personinfo_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/personinfo_manage.html?v=1603161090825 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/20 10:31:57 [error] 11516#8904: *178 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/personinfo_maiten.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/personinfo_maiten.html?v=1603161090825 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/20 10:32:07 [error] 11516#8904: *178 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/organ_manage_user_tables.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "POST /mockup/organ_manage_user_tables.json HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/20 10:32:09 [error] 11516#8904: *178 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/personinfo_maiten.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/personinfo_maiten.html?v=1603161090825 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/20 13:02:11 [error] 11516#8904: *353 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/personinfo_maiten.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/personinfo_maiten.html?v=1603170100781 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/20 14:15:09 [error] 11516#8904: *355 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/personinfo_maiten.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/personinfo_maiten.html?v=1603174508888 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/21 09:00:25 [error] 4448#13216: *12 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/examorgan_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/examorgan_manage.html?v=1603241882279 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/21 09:00:30 [error] 4448#13216: *12 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/centerorgan_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/centerorgan_manage.html?v=1603241882279 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/21 09:00:34 [error] 4448#13216: *12 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/personinfo_maiten.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/personinfo_maiten.html?v=1603241882279 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/21 09:02:10 [error] 4448#13216: *14 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/personinfo_maiten.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/personinfo_maiten.html?v=1603241882279 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/21 09:02:13 [error] 4448#13216: *14 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/organ_merge.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/organ_merge.html?v=1603241882279 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/21 09:02:17 [error] 4448#13216: *14 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/examorgan_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/examorgan_manage.html?v=1603241882279 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/21 09:02:37 [error] 4448#13216: *14 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/personinfo_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/personinfo_manage.html?v=1603241882279 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/21 09:02:54 [error] 4448#13216: *14 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/organ_merge.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/organ_merge.html?v=1603241882279 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/21 09:03:02 [error] 4448#13216: *14 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/centerorgan_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/centerorgan_manage.html?v=1603241882279 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/21 09:03:09 [error] 4448#13216: *14 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/personinfo_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/personinfo_manage.html?v=1603241882279 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/21 09:03:12 [error] 4448#13216: *14 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/personinfo_maiten.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/personinfo_maiten.html?v=1603241882279 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/21 09:03:16 [error] 4448#13216: *14 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/examorgan_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/examorgan_manage.html?v=1603241882279 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/21 09:06:28 [error] 4448#13216: *18 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/organ_manage_user_tables.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "POST /mockup/organ_manage_user_tables.json HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/21 09:11:27 [error] 4448#13216: *20 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/personinfo_maiten.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/personinfo_maiten.html?v=1603241882279 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/21 11:21:14 [error] 4448#13216: *22 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/organ_manage_user_tables.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "POST /mockup/organ_manage_user_tables.json HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/21 11:30:25 [error] 4448#13216: *37 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/mockup/organ_manage_user_tables.json" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "POST /mockup/organ_manage_user_tables.json HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/21 15:45:24 [error] 4448#13216: *264 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://[::1]:12320/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/login.html"
2020/10/21 15:45:26 [error] 4448#13216: *264 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://127.0.0.1:12320/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/login.html"
2020/10/21 15:45:30 [error] 4448#13216: *264 no live upstreams while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://localhost/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/login.html"
2020/10/21 15:45:48 [error] 4448#13216: *263 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/personinfo_maiten.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/personinfo_maiten.html?v=1603266340916 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
2020/10/22 09:13:50 [error] 13320#12640: *4 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://[::1]:12320/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/22 09:13:52 [error] 13320#12640: *4 connect() failed (10061: No connection could be made because the target machine actively refused it) while connecting to upstream, client: 127.0.0.1, server: 127.0.0.1, request: "POST /api/login/userLogin HTTP/1.1", upstream: "http://127.0.0.1:12320/login/userLogin", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/"
2020/10/22 12:01:05 [error] 13320#12640: *202 CreateFile() "D:\Work\HealthSC\Health_2020_SC\code\runtime\nginx/../../UI/healthUI/dist/views/sysconfig/personinfo_manage.html" failed (2: The system cannot find the file specified), client: 127.0.0.1, server: 127.0.0.1, request: "GET /dist/views/sysconfig/personinfo_manage.html?v=1603336864411 HTTP/1.1", host: "127.0.0.1:12310", referrer: "http://127.0.0.1:12310/start/index.html"
